row_id,status,error,post_clarify_exact,post_clarify_reach,post_clarify_wp,post_clarify_lb,exact_match_any_candidate,c1_exact,c1_reach,c1_wp,c1_lb,c2_exact,c2_reach,c2_wp,c2_lb,c3_exact,c3_reach,c3_wp,c3_lb,winner_exact,winner_reach,winner_wp,winner_lb,fc_exact,fc_reach,fc_wp,fc_lb,n_clarify_rounds,n_clarify_questions,n_ecs,n_selection_rounds,n_verification_ecs,time_clarify_s,time_generate_s,time_select_s,time_verify_s,clarified_intent,pipeline_dir
1425,done,,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,1,4,3,5,3,9.44,50.91,90.69,76.16,Ensure connectivity between athens and 100.0.29.0/24. Route through london if possible. Make sure there's redundancy. strasbourg needs to reach 100.0.1.0/24. The same connectivity requirements apply to the other subnets as well. Consider routing through kiev. luxembourg needs to reach 100.0.4.0/24. The same connectivity requirements apply to the other subnets as well. The route from luxembourg to 100.0.4.0/24 includes basel. Traffic from luxembourg to 100.0.4.0/24 should be load-balanced across 4 paths.,results/experiments/2026-04-29_05-20-44/1425/2026-04-29_05-20-44
1426,done,,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,1,3,3,6,3,6.25,66.68,45.05,66.93,Connectivity from frankfurt to 100.0.29.0/24 is established. Traffic from frankfurt to 100.0.29.0/24 passes through london. zurich and 100.0.9.0/24 should be connected. The route from zurich to 100.0.9.0/24 includes rotterdam. Distribute traffic across available paths. Connect luxembourg to 100.0.1.0/24. Use multiple paths for reliability.,results/experiments/2026-04-29_05-20-44/1426/2026-04-29_05-24-36
1427,done,,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,1,2,3,5,3,5.64,36.28,63.89,85.13,Ensure connectivity between vienna and 100.0.1.0/24. Preferably route via kiev. 100.0.9.0/24 is accessible from istanbul. Make sure there's redundancy. The target subnet 100.0.29.0/24 is accessible from kiev. Route through london if possible. Traffic from kiev to the target subnet is evenly distributed across 3 paths.,results/experiments/2026-04-29_05-20-44/1427/2026-04-29_05-27-45
1428,done,,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,1,2,3,4,3,7.12,54.95,64.61,85.43,"Connectivity from budapest to 100.0.29.0/24 is established. Consider routing through london. Ensure fault tolerance with multiple routes. Ensure connectivity between rotterdam and 100.0.29.0/24. The path between rotterdam and 100.0.29.0/24 involves london. To reach 100.0.29.0/24 from rotterdam, traffic is balanced on 2 paths. geneva and 100.0.1.0/24 should be connected. Routing traffic between geneva and 100.0.1.0/24 goes via kiev. The number of paths between geneva and 100.0.1.0/24 should be 5.",results/experiments/2026-04-29_05-20-44/1428/2026-04-29_05-31-00
1429,done,,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,1,2,3,6,3,5.51,39.32,72.93,104.36,The subnet 100.0.9.0/24 is reachable from lyon. Route through rotterdam if possible. Make sure there's redundancy. Traffic originating from roma can reach the subnet 100.0.29.0/24. Ensure good redundancy. Connect brussels to 100.0.1.0/24. Routing traffic between brussels and 100.0.1.0/24 goes via kiev. Ensure fault tolerance with multiple routes.,results/experiments/2026-04-29_05-20-44/1429/2026-04-29_05-34-37
1430,done,,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,1,2,3,5,,5.48,29.7,65.46,,"Connectivity from bucharest to 100.0.1.0/24 is established. To reach 100.0.1.0/24 from bucharest, traffic is directed through kiev. Traffic from bucharest to 100.0.1.0/24 is evenly distributed across 2 paths. Traffic originating from marseille can reach the subnet 100.0.9.0/24. Traffic from marseille to 100.0.9.0/24 passes through rotterdam. The subnet 100.0.9.0/24 is reachable from frankfurt. Use rotterdam as intermediate hop if available. Distribute traffic from marseille across 4 paths.",results/experiments/2026-04-29_05-20-44/1430/2026-04-29_05-38-24
1431,done,,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,1,2,3,5,3,4.6,32.59,62.47,84.38,"Connect geneva to 100.0.4.0/24. The number of paths between geneva and 100.0.4.0/24 should be 3. Connectivity from rotterdam to 100.0.4.0/24 is established. Consider routing through basel. Load balance the traffic appropriately. barcelona and 100.0.1.0/24 should be connected. To reach 100.0.1.0/24 from barcelona, traffic is directed through kiev. Make sure there's redundancy.",results/experiments/2026-04-29_05-20-44/1431/2026-04-29_05-40-10
1432,done,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,2,3,,6.39,33.09,61.71,,The subnet 100.0.9.0/24 is reachable from vienna. Route through rotterdam if possible. Make sure there's redundancy. Ensure praha can access 100.0.4.0/24.. Apply the same policy to other relevant connections. Use multiple paths for reliability. Ensure paris can access the target subnet. Apply the same policy to other relevant connections. Traffic should go through london when feasible.,results/experiments/2026-04-29_05-20-44/1432/2026-04-29_05-43-18
1433,done,,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,1,2,3,6,3,6.97,31.32,59.23,72.88,The subnet 100.0.4.0/24 is reachable from Kiev. Route through Basel if possible. Distribute traffic across available paths. Budapest and the subnet 100.0.4.0/24 need connectivity. Routing traffic between Budapest and 100.0.4.0/24 goes via Basel. Use multiple paths for reliability. The subnet 100.0.4.0/24 is reachable from Amsterdam. Consider routing through Basel. Use multiple paths for reliability.,results/experiments/2026-04-29_05-20-44/1433/2026-04-29_05-45-03
1434,done,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,5,3,10,,8.33,25.75,65.64,,madrid and the remote network should be connected. The path between madrid and the remote network involves london. Ensure barcelona can access 100.0.29.0/24. Apply the same policy to other relevant connections. Route through london if possible. Connect warsaw to our servers. Use basel as intermediate hop if available. Traffic from warsaw to our servers is evenly distributed across 2 paths.,results/experiments/2026-04-29_05-20-44/1434/2026-04-29_05-48-00
